epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.42092,0.39753999999999995,0.37539999999999996,0.35662000000000005,0.3396,0.31838,0.29614,0.2762,0.25814,0.24220000000000003,0.328114,0.0032703136039999997,0.35318000000000005,0.38989999999999997,0.41663999999999995,0.44138,0.46382,0.47763999999999995,0.4840999999999999,0.45,0.21588,0.21926,0.39117999999999997,0.008974628639999998
500,0.001,0.3,linear,,,,,0.45366,0.41814,0.39512,0.36998,0.34888,0.32689999999999997,0.30544000000000004,0.28454,0.26724000000000003,0.25084,0.34207400000000004,0.004068264803999999,0.38194,0.41108,0.4386,0.45768000000000003,0.47850000000000004,0.49128,0.49770000000000003,0.4609,0.2263,0.23037999999999997,0.407436,0.009140395424000003
500,0.001,0.5,sigmoid,,,,,0.43368,0.40114,0.38022,0.36032,0.34108,0.31886000000000003,0.29688,0.27754,0.25988,0.24444,0.33140400000000003,0.0035565260639999997,0.36676,0.39246,0.42102000000000006,0.44598000000000004,0.46665999999999996,0.4793200000000001,0.4859,0.45219999999999994,0.21772,0.22178,0.39498,0.00892929808
500,0.001,0.5,linear,,,,,0.45152000000000003,0.41963999999999996,0.39540000000000003,0.36913999999999997,0.34898,0.3271,0.30526,0.28456000000000004,0.26702000000000004,0.25092,0.34195400000000004,0.004044819683999999,0.38036,0.41406,0.43952,0.45840000000000003,0.47972000000000004,0.4923399999999999,0.4989199999999999,0.4619,0.22662,0.23064,0.40824800000000006,0.009211767295999998
500,0.075,0.3,sigmoid,,,,,0.45492,0.4241,0.3981,0.37318,0.35272,0.3295,0.30532,0.28502,0.2659,0.25092000000000003,0.343968,0.004252209615999999,0.38377999999999995,0.4157,0.44173999999999997,0.46352000000000004,0.48352000000000006,0.49695999999999996,0.5010600000000001,0.46480000000000005,0.22898000000000002,0.23349999999999999,0.41135599999999994,0.009275609504000002
500,0.075,0.3,linear,,,,,0.42089999999999994,0.39816,0.37385999999999997,0.35224,0.33483999999999997,0.31517999999999996,0.29554,0.27684000000000003,0.25922000000000006,0.2446,0.32713800000000004,0.003180450595999997,0.35656,0.39502,0.41723999999999994,0.43884,0.4591,0.4749,0.48146000000000005,0.44781999999999994,0.21680000000000002,0.22160000000000002,0.39093400000000006,0.008630977763999998
500,0.075,0.5,sigmoid,,,,,0.45578,0.42538,0.39880000000000004,0.37298,0.35254,0.32952,0.30514,0.28502,0.26642,0.25094,0.344252,0.004290988016000001,0.38545999999999997,0.41748,0.44314,0.4647,0.48446,0.49778,0.50194,0.46543999999999996,0.22957999999999998,0.23376000000000002,0.41237399999999996,0.009308024404000002
500,0.075,0.5,linear,,,,,0.40259999999999996,0.38582,0.36066000000000004,0.34181999999999996,0.32456,0.30696,0.28972,0.27270000000000005,0.25448,0.24036,0.31796800000000003,0.002722349375999999,0.33995999999999993,0.38144,0.40202,0.42528000000000005,0.44542000000000004,0.46108000000000005,0.46998000000000006,0.43762,0.21036000000000002,0.2157,0.378886,0.008217045124000002
1000,0.001,0.3,sigmoid,,,,,0.44982,0.40518,0.38480000000000003,0.36246,0.34236,0.32008000000000003,0.29839999999999994,0.27964,0.26189999999999997,0.24650000000000002,0.335114,0.003919975204,0.37896,0.39554,0.42573999999999995,0.44784000000000007,0.46876000000000007,0.48106,0.48785999999999996,0.45408,0.21954,0.22382,0.39832,0.00889334536
1000,0.001,0.3,linear,,,,,0.45278,0.41944,0.39454,0.36928,0.34836,0.3275,0.3055,0.28496,0.2665,0.25061999999999995,0.34194800000000003,0.004066085056000001,0.38224,0.41425999999999996,0.43894,0.45908,0.47944000000000003,0.4928,0.4992000000000001,0.46234000000000003,0.22598000000000001,0.23018,0.408446,0.009258344804000002
1000,0.001,0.5,sigmoid,,,,,0.45235999999999993,0.4119999999999999,0.38971999999999996,0.36469999999999997,0.34456,0.3236800000000001,0.30060000000000003,0.28158,0.26326,0.24834,0.33808000000000005,0.004039704959999996,0.38066,0.40362,0.4324,0.45149999999999996,0.47216,0.48563999999999996,0.4917000000000001,0.45768000000000003,0.22157999999999997,0.22600000000000003,0.40229400000000004,0.009042336964
1000,0.001,0.5,linear,,,,,0.45405999999999996,0.41899999999999993,0.39425999999999994,0.36968,0.34846000000000005,0.32680000000000003,0.30506,0.28511999999999993,0.26626,0.25022,0.341892,0.004101640255999997,0.38348,0.41346,0.43832000000000004,0.45931999999999995,0.47916,0.49196,0.49867999999999996,0.46212,0.22574,0.22993999999999998,0.408218,0.009237254676
1000,0.075,0.3,sigmoid,,,,,0.45492,0.4241,0.39868000000000003,0.37307999999999997,0.35254,0.3296,0.30526,0.28490000000000004,0.26638,0.25085999999999997,0.344032,0.004252860815999999,0.38322,0.4143,0.44192,0.46378,0.4833200000000001,0.4966799999999999,0.50092,0.46442000000000005,0.22902,0.23314,0.411072,0.009278578896
1000,0.075,0.3,linear,,,,,0.42173999999999995,0.39858000000000005,0.37374,0.35202,0.33499999999999996,0.3151,0.29548,0.27704,0.2592,0.24447999999999998,0.32723800000000003,0.0032010937959999998,0.3574,0.39514,0.41658,0.43857999999999997,0.45922,0.47485999999999995,0.48122,0.4478599999999999,0.21680000000000002,0.22161999999999998,0.39092799999999994,0.008615864095999997
1000,0.075,0.5,sigmoid,,,,,0.45533999999999997,0.42474,0.3981,0.3732,0.35228,0.32958,0.30544000000000004,0.28482,0.2669,0.25066,0.344106,0.004261728723999999,0.38392,0.4163,0.44208,0.46456,0.48392,0.49723999999999996,0.50162,0.46496000000000004,0.22949999999999998,0.23324000000000003,0.41173400000000004,0.009300986643999998
1000,0.075,0.5,linear,,,,,0.40134,0.38476,0.3608,0.34148000000000006,0.32476000000000005,0.30726,0.28959999999999997,0.27258000000000004,0.25452,0.24008000000000002,0.31771800000000006,0.002691662675999999,0.33924,0.38079999999999997,0.40165999999999996,0.42464,0.44518,0.46098,0.4697,0.43722000000000005,0.21012,0.21528,0.378482,0.008221916356000001
300,0.0025,0.5,linear,relu,1,100,0.65,0.47787999999999997,0.43260000000000004,0.40618,0.37862,0.3534,0.32921999999999996,0.30646,0.28454,0.26471999999999996,0.24867999999999996,0.34823000000000004,0.005128255460000002,0.41126000000000007,0.43186,0.45724,0.47682,0.49307999999999996,0.50478,0.51108,0.4729799999999999,0.22887999999999997,0.23334000000000002,0.42213199999999995,0.009978651455999998
300,0.0025,0.5,linear,relu,1,100,0.8,0.46214000000000005,0.42134,0.39654,0.37106,0.34806,0.32495999999999997,0.30334,0.28278,0.26308000000000004,0.24796,0.342126,0.004494796884000001,0.39244,0.41786,0.44546,0.46508000000000005,0.48346,0.49448,0.5014000000000001,0.46651999999999993,0.22486,0.22962,0.412118,0.009551196836
300,0.0025,0.5,linear,relu,2,100,0.65,0.4664,0.42325999999999997,0.3961,0.37426,0.35154,0.32595999999999997,0.30484,0.28325999999999996,0.26324000000000003,0.24770000000000003,0.343656,0.004629381583999999,0.39357999999999993,0.4191,0.44508000000000003,0.46815999999999997,0.48617999999999995,0.49626000000000003,0.50366,0.46656,0.22519999999999998,0.22948000000000005,0.41332599999999997,0.009680891523999998
300,0.0025,0.5,linear,relu,2,100,0.8,0.47064000000000006,0.42516,0.39414000000000005,0.36828000000000005,0.34497999999999995,0.32226,0.2999,0.2806,0.26117999999999997,0.24518,0.341232,0.004871405776000002,0.40347999999999995,0.43073999999999996,0.45026,0.4702,0.4868,0.49912,0.50492,0.46803999999999996,0.22438000000000002,0.22844000000000003,0.416638,0.009891481555999998
400,0.0025,0.5,linear,relu,1,100,0.65,0.47704,0.43237999999999993,0.40771999999999997,0.38064,0.35703999999999997,0.33016,0.30732,0.28565999999999997,0.26628,0.25016000000000005,0.3494400000000001,0.005057436719999998,0.40476,0.43088,0.4591,0.47897999999999996,0.49657999999999997,0.50688,0.51294,0.47484000000000004,0.23144,0.23534000000000002,0.42317400000000005,0.009996942883999998
400,0.0025,0.5,linear,relu,1,100,0.8,0.4630000000000001,0.4222,0.39852,0.373,0.35203999999999996,0.32744,0.30442,0.28276,0.2646,0.24857999999999997,0.343656,0.004515361264000002,0.39268,0.41762,0.4462999999999999,0.4673,0.4860399999999999,0.49681999999999993,0.50324,0.46676,0.2259,0.23024,0.41329000000000005,0.00962924426
400,0.0025,0.5,linear,relu,2,100,0.65,0.46554,0.42452000000000006,0.39865999999999996,0.37392,0.35262000000000004,0.32588,0.30379999999999996,0.28302,0.26380000000000003,0.24736000000000002,0.34391200000000005,0.0046646855360000005,0.3949599999999999,0.422,0.4481,0.46900000000000003,0.48754,0.49749999999999994,0.50384,0.46758,0.22627999999999998,0.23006000000000001,0.41468599999999994,0.009700477123999999
400,0.0025,0.5,linear,relu,2,100,0.8,0.47786,0.43704,0.40346000000000004,0.37701999999999997,0.34987999999999997,0.32666,0.30394,0.28292,0.26526,0.24858000000000002,0.347262,0.005207013076,0.41892000000000007,0.4469,0.46684000000000003,0.48602,0.50032,0.5119,0.51654,0.47744,0.23146,0.23494,0.42912799999999995,0.010375497136
500,0.0025,0.5,linear,relu,1,100,0.65,0.48934,0.44684,0.41525999999999996,0.38465999999999995,0.3577199999999999,0.33433999999999997,0.30964,0.28715999999999997,0.26708,0.2508,0.354284,0.005666927344,0.42813999999999997,0.45362,0.47484000000000004,0.49366000000000004,0.5082000000000001,0.52056,0.5252,0.48507999999999996,0.23611999999999997,0.24006000000000002,0.436548,0.010627568016000002
500,0.0025,0.5,linear,relu,1,100,0.8,0.46980000000000005,0.42902000000000007,0.4032,0.37754,0.35296000000000005,0.32836,0.30528,0.28416,0.26515999999999995,0.24935999999999997,0.346484,0.004819933984000003,0.40148,0.42610000000000003,0.45355999999999996,0.47497999999999996,0.4916599999999999,0.50316,0.50876,0.47135999999999995,0.22885999999999998,0.23282000000000003,0.41927400000000004,0.009866178403999998
500,0.0025,0.5,linear,relu,2,100,0.65,0.48086,0.43536,0.40662000000000004,0.38212000000000007,0.35839999999999994,0.3319,0.30828,0.28586,0.26666,0.25070000000000003,0.350676,0.005170233184000001,0.41340000000000005,0.43684,0.46078,0.48284000000000005,0.50034,0.5104000000000001,0.51532,0.47615999999999997,0.23145999999999994,0.2358,0.42633400000000005,0.010188131924000003
500,0.0025,0.5,linear,relu,2,100,0.8,0.48086,0.43683999999999995,0.40404,0.3752,0.34879999999999994,0.32454,0.30188,0.28145999999999993,0.2627,0.24669999999999997,0.34630199999999994,0.0054039232360000005,0.42105999999999993,0.44971999999999995,0.47028,0.48764,0.50166,0.51322,0.5177400000000001,0.47783999999999993,0.22948,0.23338,0.4302020000000001,0.010632863396000001
600,0.0025,0.5,linear,relu,1,100,0.65,0.4999999999999999,0.44960000000000006,0.41807999999999995,0.38742,0.35978,0.33508000000000004,0.30976,0.28704,0.26755999999999996,0.25076,0.356508,0.006057816735999998,0.43876,0.45915999999999996,0.48128000000000004,0.4971,0.5128,0.5238599999999999,0.5283599999999999,0.48814,0.23820000000000002,0.24181999999999998,0.440948,0.010777994575999997
600,0.0025,0.5,linear,relu,1,100,0.8,0.47278000000000003,0.43513999999999997,0.40602,0.3795799999999999,0.35586,0.3303,0.30657999999999996,0.28556,0.26642,0.25046,0.34886999999999996,0.00496782634,0.40274,0.43721999999999994,0.45892,0.47876,0.4972,0.50736,0.51312,0.47551999999999994,0.23156,0.23603999999999997,0.423844,0.010011050624000001
600,0.0025,0.5,linear,relu,2,100,0.65,0.4753,0.43516000000000005,0.40817999999999993,0.38362,0.35806,0.33304,0.30722,0.28612000000000004,0.26658,0.24956,0.35028400000000004,0.005077720383999999,0.40757999999999994,0.43723999999999996,0.4645,0.48594,0.502,0.5126600000000001,0.5161399999999999,0.47850000000000004,0.23318,0.23626,0.4274,0.010286933280000002
600,0.0025,0.5,linear,relu,2,100,0.8,0.48256000000000004,0.44128000000000006,0.41057999999999995,0.38108,0.35476,0.32864000000000004,0.30490000000000006,0.2833,0.26461999999999997,0.24845999999999996,0.35001800000000005,0.005510201476000002,0.41936,0.45084,0.47408,0.491,0.5069199999999999,0.5171,0.5213400000000001,0.48149999999999993,0.2331,0.23681999999999997,0.43320600000000004,0.010669524164000002
